id,title,description,activated,order_no,category_id,codebook_id,created_by,created_date,last_modified_by,last_modified_date
15009,oprt_edi_cd,,true,15009,15000,,system,,,
15010,oprt_edi_nm,,true,15010,15000,,system,,,
15011,oprt_smct_cd,,true,15011,15000,,system,,,
15012,oprt_smct_nm,,true,15012,15000,,system,,,
15013,oprt_icd9cm_cd,,true,15013,15000,,system,,,
15014,oprt_icd9cm_nm,,true,15014,15000,,system,,,
15015,oprt_ldtm,,true,15015,15000,,system,,,
15016,oprt_prps_cd,,true,15016,15000,40250,system,,,
15018,oprt_mtcd,,true,15018,15000,40260,system,,,
15020,oprt_anst_site_cd,,true,15020,15000,40240,system,,,
15022,asa_scor_cd,,true,15022,15000,40010,system,,,
15024,oprt_incs_mtcd,,true,15024,15000,40290,system,,,
15026,oprt_crmr_tumr_loca_cd,,true,15026,15000,30340,system,,,
9803,imex_ymd,,true,9803,9800,,system,,supervisor02,2022-12-08 05:48:08.447637
9716,cexm_rslt_unit_cont,,true,9716,9700,,system,,supervisor02,2022-12-08 05:46:57.765081
9903,imem_ymd,,true,9903,9900,,system,,supervisor02,2022-12-08 05:47:09.285753
9802,pt_no,,true,9802,9800,,system,,admin,2022-12-09 04:08:22.451041
10013,mlem_rslt_unit_cont,,true,10013,10000,90001,system,,,
13005,stmc_edex_prps_cd,,true,13005,13000,30450,system,,,
13006,stmc_edex_prps_nm,,false,13006,13000,,system,,,
9011,hmlscode,,true,9011,9000,60040,system,,,
9012,hmlsname,,false,9012,9000,,system,,,
9002,pt_no,,true,9002,9000,,system,,,
9003,fdx,,true,9003,9000,,system,,,
9004,brth,,true,9004,9000,,system,,,
9005,age,,true,9005,9000,,system,,,
9006,sex,,true,9006,9000,,system,,,
9007,popcode,,true,9007,9000,,system,,,
9008,popname,,true,9008,9000,,system,,,
9009,frgcode,,true,9009,9000,60030,system,,,
9013,jobcode,,true,9013,9000,60050,system,,,
9015,job1,,true,9015,9000,,system,,,
9016,unknownjob,,true,9016,9000,,system,,,
9017,visitpathcode,,true,9017,9000,60060,system,,,
9019,visitpath_desc,,true,9019,9000,,system,,,
9020,tcode,,true,9020,9000,,system,,,
9021,tcode1,,true,9021,9000,,system,,,
9022,tcode2,,true,9022,9000,,system,,,
9023,latercode,,true,9023,9000,60070,system,,,
9025,mcode,,true,9025,9000,,system,,,
9026,mcode1,,true,9026,9000,,system,,,
9027,mcode2,,true,9027,9000,,system,,,
9030,expire,,true,9030,9000,,system,,,
9031,sain,,true,9031,9000,,system,,,
9032,methodcode,,true,9032,9000,60090,system,,,
9034,method2,,true,9034,9000,,system,,,
9035,methodetc,,true,9035,9000,,system,,,
9036,txcheckcode,,true,9036,9000,60100,system,,,
9038,tx,,true,9038,9000,,system,,,
9039,txetc,,true,9039,9000,,system,,,
9040,recoyear,,true,9040,9000,,system,,,
9041,admisdate,,true,9041,9000,,system,,,
9042,disdate,,true,9042,9000,,system,,,
9043,dbyear,,true,9043,9000,,system,,,
9044,inputday,,true,9044,9000,,system,,,
9045,seeryear,,true,9045,9000,,system,,,
9046,seercode,,true,9046,9000,60110,system,,,
9048,stagecode,,true,9048,9000,,system,,,
9049,stageyear,,true,9049,9000,,system,,,
9050,stagedesc,,true,9050,9000,,system,,,
9051,metacode1,,true,9051,9000,,system,,,
9052,metacode2,,true,9052,9000,,system,,,
9053,metacode3,,true,9053,9000,,system,,,
9102,pt_no,,true,9102,9100,,system,,,
9103,adm_ymd,,true,9103,9100,,system,,,
9104,hlinf_seq,,true,9104,9100,,system,,,
9105,dsch_ymd,,true,9105,9100,,system,,,
9106,cur_drnk_yn_noans_spcd,,true,9106,9100,10040,system,,,
9108,dhis_yn_noans_spcd,,true,9108,9100,10040,system,,,
9110,drnk_strt_age_vl,,true,9110,9100,,system,,,
9111,drnk_kncd,,true,9111,9100,10050,system,,,
9113,drnk_qty,,true,9113,9100,,system,,,
9114,drnk_nt,,true,9114,9100,,system,,,
9115,drnk_dtrn_ycnt,,true,9115,9100,,system,,,
9116,nsmk_strt_yr,,true,9116,9100,,system,,,
9117,cur_smok_yn_noans_spcd,,true,9117,9100,10040,system,,,
9119,shis_yn_noans_spcd,,true,9119,9100,10040,system,,,
9121,smok_strt_age_vl,,true,9121,9100,,system,,,
9122,smok_dtrn_ycnt,,true,9122,9100,,system,,,
9123,smok_qty,,true,9123,9100,,system,,,
9124,nsmk_yr,,true,9124,9100,,system,,,
9125,mhis_yn_noans_spcd,,true,9125,9100,10040,system,,,
9127,mhis_hl_yn_noans_spcd,,true,9127,9100,10040,system,,,
9129,mhis_htn_yn_noans_spcd,,true,9129,9100,10040,system,,,
9131,mhis_dbt_yn_noans_spcd,,true,9131,9100,10040,system,,,
9133,mhis_tb_yn_noans_spcd,,true,9133,9100,10040,system,,,
9135,mhis_lvds_yn_noans_spcd,,true,9135,9100,10040,system,,,
9137,mhis_cncr_yn_noans_spcd,,true,9137,9100,10040,system,,,
9202,pt_no,,true,9202,9200,,system,,,
9203,fmht_rcrd_ymd,,true,9203,9200,,system,,,
9204,fmht_rcrd_seq,,true,9204,9200,,system,,,
9141,mhis_depr_yn_noans_spcd,,true,9141,9100,10040,system,,,
9205,fmht_yn_noans_spcd,,true,9205,9200,10040,system,,,
9143,mhis_insm_yn_noans_spcd,,true,9143,9100,10040,system,,,
9207,pt_fm_rlcd,,true,9207,9200,10070,system,,,
9145,mhis_cads_yn_noans_spcd,,true,9145,9100,10040,system,,,
9209,pt_fmrl_etc_cont,,true,9209,9200,,system,,,
9210,fmhs_htn_yn_noans_spcd,,true,9210,9200,10040,system,,,
9147,etc_mhis_yn_noans_spcd,,true,9147,9100,10040,system,,,
9212,fmhs_dbt_yn_noans_spcd,,true,9212,9200,10040,system,,,
9149,etc_mhis_diss_cont,,true,9149,9100,,system,,,
9150,main_sym_cont,,true,9150,9100,,system,,,
9214,fmht_tb_yn_noans_spcd,,true,9214,9200,10040,system,,,
9151,main_sym_yn_noans_spcd,,true,9151,9100,10040,system,,,
9216,fmhs_lvds_yn_noans_spcd,,true,9216,9200,10040,system,,,
9153,ohad_hstr_yn_noans_spcd,,true,9153,9100,10040,system,,,
9218,fmhs_cncr_yn_noans_spcd,,true,9218,9200,10040,system,,,
9155,dsch_stcd,,true,9155,9100,10060,system,,,
9220,fmht_cncr_kncd,,true,9220,9200,10030,system,,,
9302,pt_no,,true,9302,9300,,system,,,
9222,fmht_cncr_kind_etc_cont,,true,9222,9200,,system,,,
9223,fmhs_etc_yn_noans_spcd,,true,9223,9200,10040,system,,,
9303,anth_rcrd_ymd,,true,9303,9300,,system,,,
9304,anth_rcrd_seq,,true,9304,9300,,system,,,
9225,fmhs_etc_cont,,true,9225,9200,,system,,,
9305,ht_msrm_vl,,true,9305,9300,,system,,,
9306,wt_msrm_vl,,true,9306,9300,,system,,,
9307,bmi_vl,,true,9307,9300,,system,,,
9308,rlxt_blpr_vl,,true,9308,9300,,system,,,
9309,ctrt_blpr_vl,,true,9309,9300,,system,,,
9310,ecog_cd,,true,9310,9300,20010,system,,,
9402,pt_no,,true,9402,9400,,system,,,
9403,diag_rgst_ymd,,true,9403,9400,,system,,,
9404,diag_rgst_seq,,true,9404,9400,,system,,,
9407,diag_cd,,true,9407,9400,,system,,,
9408,diag_nm,,true,9408,9400,,system,,,
9409,diag_kcd_cd,,true,9409,9400,,system,,,
9410,diag_kcd_nm,,true,9410,9400,,system,,,
9411,diag_smct_cd,,true,9411,9400,,system,,,
9412,diag_smct_nm,,true,9412,9400,,system,,,
9502,pt_no,,true,9502,9500,,system,,,
9503,diag_stag_rcrd_ymd,,true,9503,9500,,system,,,
9504,diag_stag_rcrd_seq,,true,9504,9500,,system,,,
9505,clnc_tumr_prty_cd,,true,9505,9500,20050,system,,,
9507,ajcc_yr,,true,9507,9500,,system,,,
9508,clnc_tnm_stag_vl,,true,9508,9500,,system,,,
9509,clnc_t_stag_vl,,true,9509,9500,,system,,,
9510,clnc_n_stag_vl,,true,9510,9500,,system,,,
9511,clnc_m_stag_vl,,true,9511,9500,,system,,,
9602,pt_no,,true,9602,9600,,system,,,
9603,mtdg_ymd,,true,9603,9600,,system,,,
9604,mtdg_seq,,true,9604,9600,,system,,,
9605,mtdg_mtcd,,true,9605,9600,20080,system,,,
9607,mtst_site_cd,,true,9607,9600,20060,system,,,
9609,mtst_aspt_cd,,true,9609,9600,20070,system,,,
9611,mtst_trtm_cd,,true,9611,9600,20090,system,,,
9702,pt_no,,true,9702,9700,,system,,,
9703,cexm_ymd,,true,9703,9700,,system,,,
9704,cexm_seq,,true,9704,9700,,system,,,
9705,cexm_kncd,,true,9705,9700,30580,system,,,
9707,cexm_cd,,true,9707,9700,,system,,,
9708,cexm_nm,,true,9708,9700,,system,,,
9709,cexm_edi_cd,,true,9709,9700,,system,,,
9710,cexm_edi_nm,,true,9710,9700,,system,,,
9711,cexm_smct_cd,,true,9711,9700,,system,,,
9712,cexm_smct_nm,,true,9712,9700,,system,,,
9713,cexm_loinc_cd,,true,9713,9700,,system,,,
15028,oprt_lngt_1_tumr_loca_cd,,true,15028,15000,30640,system,,,
15030,oprt_lngt_2_tumr_loca_cd,,true,15030,15000,30650,system,,,
15032,diag_lpex_yn_unid_spcd,,true,15032,15000,30380,system,,,
15034,oprm_ensp_use_yn_unid_spcd,,true,15034,15000,30380,system,,,
15036,flrn_imag_use_yn_unid_spcd,,true,15036,15000,30380,system,,,
15038,inop_antp_cd,,true,15038,15000,40280,system,,,
15040,adh_ibtr_use_yn_unid_spcd,,true,15040,15000,30380,system,,,
15042,adh_ibtr_gods_nm,,true,15042,15000,,system,,,
15043,omnl_srmv_rang_cd,,true,15043,15000,40090,system,,,
15045,curdg_cd,,true,15045,15000,40100,system,,,
15047,ln_srmv_dgre_cd,,true,15047,15000,40110,system,,,
15049,ln_srmv_dgre_detl_cont,,true,15049,15000,,system,,,
15050,mrge_srmv_site_cd,,true,15050,15000,40500,system,,,
15052,repr_kncd,,true,15052,15000,40490,system,,,
15054,repr_use_dvce_nm,,true,15054,15000,,system,,,
15055,repr_mtcd,,true,15055,15000,40460,system,,,
15057,repr_aprmthd_cd,,true,15057,15000,40480,system,,,
15059,oprt_ebl_qty,,true,15059,15000,,system,,,
15060,asct_yn_unid_spcd,,true,15060,15000,30380,system,,,
16002,pt_no,,true,16002,16000,,system,,,
16003,esd_srpr_ymd,,true,16003,16000,,system,,,
16004,esd_srpr_seq,,true,16004,16000,,system,,,
16005,esd_srpr_strt_dt,,true,16005,16000,,system,,,
16006,esd_srpr_end_dt,,true,16006,16000,,system,,,
16008,esd_lesn_shap_cd,,true,16008,16000,40030,system,,,
16010,esd_lesn_loca_wdth_cd,,true,16010,16000,40040,system,,,
16012,esd_lesn_loca_lgtd_cd,,true,16012,16000,40050,system,,,
16014,esd_ulcr_yn_unid_spcd,,true,16014,16000,30380,system,,,
16016,esd_perf_yn_unid_spcd,,true,16016,16000,30380,system,,,
16018,esd_perf_msre_cd,,true,16018,16000,40060,system,,,
16020,esd_rslt_cd,,true,16020,16000,40020,system,,,
16022,esd_opn_cont,,true,16022,16000,,system,,,
16023,esd_rslt_cont,,true,16023,16000,,system,,,
17002,pt_no,,true,17002,17000,,system,,,
17003,srgc_ptem_ymd,,true,17003,17000,,system,,,
17004,srgc_ptem_seq,,true,17004,17000,,system,,,
17005,sgpt_read_ymd,,true,17005,17000,,system,,,
17006,sgpt_hvst_site_cd,,true,17006,17000,30430,system,,,
17008,srgc_ptem_rslt_tumr_cnt,,true,17008,17000,,system,,,
16007,esd_lesn_size_vl,,true,16007,16000,,system,,,
17009,htlg_diag_cd,,true,17009,17000,30540,system,,,
17011,htlg_dfgd_cd,,true,17011,17000,30530,system,,,
17013,afop_crmr_tumr_loca_cd,,true,17013,17000,30340,system,,,
17015,afop_lngt_1_tumr_loca_cd,,true,17015,17000,30640,system,,,
17017,afop_lngt_2_tumr_loca_cd,,true,17017,17000,30650,system,,,
17118,gros_tpcd,,true,17018,17000,30070,system,,,
17020,gros_type_cont,,true,17020,17000,,system,,,
17021,tumr_wdth_lnth_vl,,true,17021,17000,,system,,,
17022,tumr_lgtd_lnth_vl,,true,17022,17000,,system,,,
17023,tumr_hght_vl,,true,17023,17000,,system,,,
17024,tumr_max_diam_vl,,true,17024,17000,,system,,,
17025,iflt_orgn_cd,,true,17025,17000,30600,system,,,
17027,inva_dgre_cd,,true,17027,17000,30610,system,,,
17029,inva_dpth_vl,,true,17029,17000,,system,,,
17030,lymp_inva_ex_yn_spcd,,true,17030,17000,30550,system,,,
17032,vasc_inva_ex_yn_spcd,,true,17032,17000,30550,system,,,
17133,nerv_prex_ex_yn_spcd,,true,17033,17000,30550,system,,,
17035,oprt_pmrg_rlcr_invl_yn_spcd,,true,17035,17000,30630,system,,,
17037,oprt_pmrg_size_vl,,true,17037,17000,,system,,,
17038,oprt_dmrg_rlcr_invl_yn_spcd,,true,17038,17000,30630,system,,,
17040,oprt_dmrg_size_vl,,true,17040,17000,,system,,,
17041,stes_bnst_cncr_clcd,,true,17041,17000,30480,system,,,
17043,totl_ln_cnt,,true,17043,17000,,system,,,
17044,pstv_ln_cnt,,true,17044,17000,,system,,,
17045,ln_bylc_mtst_cont,,true,17045,17000,,system,,,
17046,ajcc_yr,,true,17046,17000,,system,,,
17047,afop_path_tnm_stag_vl,,true,17047,17000,,system,,,
17048,afop_path_t_stag_vl,,true,17048,17000,,system,,,
17049,afop_path_n_stag_vl,,true,17049,17000,,system,,,
17050,afop_path_m_stag_vl,,true,17050,17000,,system,,,
17051,esd_vmrg_rlcr_pstv_yn_spcd,,true,17051,17000,30370,system,,,
17053,esd_vmrg_vl,,true,17053,17000,,system,,,
17054,esd_hmrg_rlcr_pstv_yn_spcd,,true,17054,17000,30370,system,,,
17056,esd_hmrg_vl,,true,17056,17000,,system,,,
17057,esd_hmrg_rlcr_lnth_vl,,true,17057,17000,,system,,,
18002,pt_no,,true,18002,18000,,system,,,
18003,comp_ocrn_oprt_ymd,,true,18003,18000,,system,,,
18004,comp_ocrn_oprt_seq,,true,18004,18000,,system,,,
18005,afoc_clcd,,true,18005,18000,20030,system,,,
18007,afoc_cd,,true,18007,18000,20040,system,,,
18009,afop_etc_comp_cont,,true,18009,18000,,system,,,
19002,pt_no,,true,19002,19000,,system,,,
19003,bltr_prsc_ymd,,true,19003,19000,,system,,,
19004,bltr_prsc_seq,,true,19004,19000,,system,,,
19005,blpt_kncd,,true,19005,19000,40580,system,,,
19007,blpt_cd,,true,19007,19000,,system,,,
19008,blpt_nm,,true,19008,19000,,system,,,
19010,bltr_pack_cnt,,true,19010,19000,,system,,,
19011,bltr_totl_qty,,true,19011,19000,,system,,,
20002,pt_no,,true,20002,20000,,system,,,
20003,drug_prsc_ymd,,true,20003,20000,,system,,,
20004,drug_prsc_seq,,true,20004,20000,,system,,,
20005,drug_clcd,,true,20005,20000,40390,system,,,
20007,drug_spcd,,true,20007,20000,40380,system,,,
20009,drin_kncd,,true,20009,20000,40400,system,,,
20011,drin_cd,,true,20011,20000,,system,,,
20012,drin_nm,,true,20012,20000,,system,,,
20013,drin_smct_cd,,true,20013,20000,,system,,,
20014,drin_smct_nm,,true,20014,20000,,system,,,
20015,drug_cd,,true,20015,20000,,system,,,
20016,drug_nm,,true,20016,20000,,system,,,
20017,drug_edi_cd,,true,20017,20000,,system,,,
20018,drug_edi_nm,,true,20018,20000,,system,,,
20019,drug_atc_cd,,true,20019,20000,,system,,,
20020,drug_atc_nm,,true,20020,20000,,system,,,
20021,drug_rxnm_cd,,true,20021,20000,,system,,,
20022,drug_rxnm_nm,,true,20022,20000,,system,,,
20023,drug_prsc_capa,,true,20023,20000,,system,,,
20024,drug_prsc_dcnt,,true,20024,20000,,system,,,
20025,drug_injc_pth_cd,,true,20025,20000,40440,system,,,
20027,drug_prsc_capa_unit_cd,,true,20027,20000,40420,system,,,
21002,pt_no,,true,21002,21000,,system,,,
20029,drug_mdct_dtrn_mcnt,,true,20029,20000,,system,,,
21003,antp_strt_ymd,,true,21003,21000,,system,,,
21004,antp_seq,,true,21004,21000,,system,,,
21005,antp_end_ymd,,true,21005,21000,,system,,,
21006,antp_line_cnt,,true,21006,21000,,system,,,
21007,antp_totl_cycl_cnt,,true,21007,21000,,system,,,
21008,antp_trtm_prps_cd,,true,21008,21000,40560,system,,,
21010,antp_nm,,true,21010,21000,,system,,,
21011,antp_temp_stop_yn_unid_spcd,,true,21011,21000,30380,system,,,
21013,antp_end_resn_cd,,true,21013,21000,40550,system,,,
21015,antp_asmt_ymd,,true,21015,21000,,system,,,
21016,antp_asmt_item_cd,,true,21016,21000,40570,system,,,
21018,antp_seff_cd,,true,21018,21000,40530,system,,,
21020,antp_seff_grcd,,true,21020,21000,40520,system,,,
22002,pt_no,,true,22002,22000,,system,,,
22003,rdt_prsc_ymd,,true,22003,22000,,system,,,
22004,rdt_prsc_seq,,true,22004,22000,,system,,,
22005,rdt_kncd,,true,22005,22000,40180,system,,,
22007,rdt_cd,,true,22007,22000,,system,,,
22008,rdt_nm,,true,22008,22000,,system,,,
22009,rdt_edi_cd,,true,22009,22000,,system,,,
22010,rdt_edi_nm,,true,22010,22000,,system,,,
22011,rdt_smct_cd,,true,22011,22000,,system,,,
22012,rdt_smct_nm,,true,22012,22000,,system,,,
22013,rdt_prps_cd,,true,22013,22000,40130,system,,,
22015,rdt_site_cd,,true,22015,22000,40140,system,,,
22017,byst_rd_impl_nt,,true,22017,22000,,system,,,
22018,rd_cgy,,true,22018,22000,,system,,,
22019,byst_rd_totl_cgy,,true,22019,22000,,system,,,
22021,rdt_asmt_item_cd,,true,22021,22000,40200,system,,,
22023,rdt_seff_perd_spcd,,true,22023,22000,40160,system,,,
22025,rdt_seff_kncd,,true,22025,22000,40170,system,,,
22027,rdt_seff_grcd,,true,22027,22000,40150,system,,,
23002,pt_no,,true,23002,23000,,system,,,
23003,rldg_ymd,,true,23003,23000,,system,,,
23004,rldg_seq,,true,23004,23000,,system,,,
23005,rldg_mtcd,,true,23005,23000,50040,system,,,
23007,rlps_site_cd,,true,23007,23000,50010,system,,,
23009,rlps_kncd,,true,23009,23000,50020,system,,,
23011,rlps_trtm_cont,,true,23011,23000,,system,,,
9028,bunhwadocode,,true,9028,9000,60080,system,,,
9405,diag_kncd,,true,9405,9400,20090,system,,,
9139,mhis_cncr_kncd,,true,9139,9100,10030,system,,admin,2022-12-06 03:43:17.570960
9805,imex_kncd,,true,9805,9800,30410,system,,supervisor02,2022-12-08 05:48:52.258643
9714,cexm_loinc_nm,,true,9714,9700,,system,,supervisor02,2022-12-08 05:50:38.773297
9715,cexm_rslt_cont,,true,9715,9700,,system,,,
9054,sort_seq,,true,5,9000,,system,,,
9156,sort_seq,,true,5,9100,,system,,,
9226,sort_seq,,true,5,9200,,system,,,
9311,sort_seq,,true,5,9300,,system,,,
9413,sort_seq,,true,5,9400,,system,,,
9512,sort_seq,,true,5,9500,,system,,,
9612,sort_seq,,true,5,9600,,system,,,
9718,sort_seq,,true,5,9700,,system,,,
9814,sort_seq,,true,5,9800,,system,,,
9914,sort_seq,,true,5,9900,,system,,,
10014,sort_seq,,true,5,10000,,system,,,
11016,sort_seq,,true,5,11000,,system,,,
12008,sort_seq,,true,5,12000,,system,,,
13015,sort_seq,,true,5,13000,,system,,,
14014,sort_seq,,true,5,14000,,system,,,
15061,sort_seq,,true,5,15000,,system,,,
16024,sort_seq,,true,5,16000,,system,,,
17058,sort_seq,,true,5,17000,,system,,,
18010,sort_seq,,true,5,18000,,system,,,
19012,sort_seq,,true,5,19000,,system,,,
20030,sort_seq,,true,5,20000,,system,,,
21021,sort_seq,,true,5,21000,,system,,,
22028,sort_seq,,true,5,22000,,system,,,
23012,sort_seq,,true,5,23000,,system,,,
22020,rdt_asmt_ymd,,true,22020,22000,,system,,admin,2022-12-30 02:38:10.212264
10099,free_text,free_text,true,10099,10000,,admin,2023-01-02 07:04:36.784499,admin,2023-01-02 07:04:36.784499
11099,free_text,free_text,true,11099,11000,,admin,2023-01-02 07:05:18.049344,admin,2023-01-02 07:05:18.049344
12099,free_text,free_text,true,12099,12000,,admin,2023-01-02 07:05:54.622054,admin,2023-01-02 07:05:54.622054
13099,free_text,free_text,true,13099,13000,,admin,2023-01-02 07:06:40.251542,admin,2023-01-02 07:06:40.251542
14099,free_text,free_text,true,14099,14000,,admin,2023-01-02 07:07:14.667420,admin,2023-01-02 07:07:14.667420
9899,free_text,free_text,true,9899,9800,,admin,2023-01-02 07:01:14.158571,admin,2023-01-02 07:01:14.158571
9999,free_text,free_text,true,9999,9900,,admin,2023-01-02 07:03:46.479079,admin,2023-01-02 07:03:46.479079
